CN_ID,CN_Title,CN_Text,WD_InventoryNum,WD_Title,WD_Description
30,Silk Painting Depicting A Man Riding A Dragon,"There is a message from national treasures, please check it.   What becomes of us after death?   The Chu people who lived over 2,000 years ago believed that we enter an immortal realm.   Our traveler in time has a solemn look.   Dressed in his finery was sword at a gentleman's cap.   He rides his dragon mount into eternity.   The dragons raised head and tail, given a boat-like form.   This is indeed a voyage into the unknown.   The silk painting was made in the Warring States period, and is the earliest such found to date.   It was on Earth from the Zidanku tomb at Changsha, Hunan Province.   It rested on the boarding between the outer and the inner coffins.   It served as a pennant to lead the soul as its earthly farewell.   The canopy rises high in the air to show that the tombs occupant is wandering the skies.   A carp is leading the way from below.   The dragon is a mythical creature that can pass from this world to the next.   Oh, Soul, come back! The quarters of the world are full of harm.   Return to your old abode, your quiet and restful home.   The Chu people believe that after passing away, the earthly souls sank into the depths while the immortal spirit flew to the heavens.   The funeral's silk paintings placed between inner and outer coffins were intended to guide and protect the wandering spirit.   So it could return to earth immortal.   The T-shaped silk painting was created nearly 200 years later in the Western Han Dynasty.   It, too, was intended as a guide for the spirit of the departed.   It represents the cosmology of the people of Chu towards the end of the first millennium BC.   In the painting, life and death are joined in a dynamic cycle, like Yin and Yang.   The afterlife is governed by the same rules of time and space as the world we know.   The bottom of the silk painting depicts the underworld.   In the long darkness of night, a Titan stands on a dragon-headed fish, deters the demons and supports the earth above.   In the middle, the soul and spirit of the occupant are carried by two dragons and travel through the human world.   At the top, the gate to the heaven is wide open.   Sun and Moon shined together.   This is where the voyaging spirit will become immortal.   The inner and outer coffins are also painted with the views of the netherworld.   Although the form of life disappears for a while after death, with the blessing of sacred ritual objects, the balance of Yin and Yan can be restored.   The soul takes shape again and the life eternal continues in another dimension.   The Chu used fantastical and mysterious cultural symbols to illustrate the glorious path, leading the dead to another form of life.   Life and death are like day and night.   Life and death cannot be reversed by the human hand.   But like the changing seasons and repeating days, there are currents hidden in nature.   The Chu belief in the secrets of life was expressed in their colorful paintings.   They did not fear death, because they believed that death was not just the end of mortal being, but also the entry into the world of the immortal.   Treat the dead as a living, this is a view of life and death that has lived in China for thousands of years.   People believed that living as a man and becoming an immortal after death is the way of the universe.   And to get between life and death, earth and heaven, one should ride on a dragon.",RV-5920-3,China plate,"The painting on this plate shows the celebration of the Chinese New Year. Children walk in a parade with a paper dragon and paper fish, other children set off fireworks.

The Chinese calendar is not completely parallel to the Western calendar. As a result, the date of Chinese New Year varies - usually somewhere between late January and early February. The celebration of New Year, which is called Spring Festival, lasts a number of days and is all about reconciliation. The Chinese visit their family and friends and hand out gifts. They decorate their homes with red cutouts and symbols of longevity, happiness and wealth. They light fireworks to drive away evil spirits. According to an old legend, the monster Nian came to terrorize the people just before New Year. The color red and loud bangs could scare him away.
The New Year period turns into the Lantern Festival after fifteen days. This festival is accompanied by many parades with dancing and lanterns. This sign may show the transition from Spring Festival to Lantern Festival."
31,The Terracotta Warriors,"There is a message from national treasures, please check it.   The tranquil and ordered scenery belies the extraordinary magnificence of what lies beneath.   Below the modest monument, Lishan tomb, a tomb in which the history of an empire is frozen for all eternity.   It was in 1974 that the first stirrings of an incredible discovery were made — an underground army part of the vast tomb complex for China's first emperor was gradually disinterred.   The dust on the mirror was accidentally stirred up — Terracotta Warriors and horses of the first emperor of Qin at the foot of Lishan mountain were exposed.   The mirror of time allows us to reflect on what this means then and now.   Qin Shihuang's seven thousand-strong immortal army is arrayed in three great pits near his tomb at Lintong in Xi'an, the site of the Qin capital.   160 of these Terracotta Warriors in kneeling position were excavated at the east end of pit number 2. They form the vanguard.   They are archers, clad in their armor and hair tied up, ready for battle, holding real weaponry in their hands as they entered the underworld.   This archer is among the most junior ranked in the battle array.   He is also the epitome of these Qin warriors.   His head and back are straight, as his legs crossed over each other to form a steady triangle, a posture that provides both a steady platform from which to fight and offers a small target to the enemy.   This would have been textbook training drilled into his living comrades.   Our archer's chest and stomach are protected by large sections of plate.   The shoulders and waist have smaller pieces, allowing him to move and wield his bow.   The raised right foot supports the weight of the entire body.   The detailing of his footwear is precise: a thick robust heel and toe for marching, even the tread on the sole has been carefully reproduced to allow him to fight effectively in the netherworld.   The posture, the armor, and the clothing are exact reproductions of actual warriors; their faces, beards, and hair, all differentiated.   Only their weapons of bronze and wood have struggled with the test of time.   When they were first discovered and excavated, there was still color in the Warriors apparel and faces.   Faces that appeared to be so real, they might have been alive.   These are the faces of the men who united the Warring States into one great empire at the behest of their King.   The Stars travel across the sky.   Mountains and rivers stretch over the land.   Generations come and go.  But these man-made effigies hold the kaleidoscope of time, stopped in their hands.   Their power still rules the land; their Emperor still commands.   Above ground, the dynasty of Qin Shihuang is long gone, superseded by many others, imitators all.   Under the surface, in China's heart, these warriors still await command.   They are gone, yet they're here; and in truth, buried for all those centuries they never left.",RV-1997-3,Female funeral figure,"This grave statue was once given as an attendant to a deceased person. From the appearance of the female figure it can be deduced that the statue was made in the Tang period (618-906). Tomb statues are an important source of information about life in ancient China.

The Chinese view the afterlife as a reflection of earthly reality. That is why the dead are symbolically given things that can be useful to them on the other side. In the past, these were real objects; valuables made of gold and jade were even buried in the graves of the wealthy. Gradually they started to provide pottery miniatures. In old graves you can find models of consumer goods and luxury items, of buildings, servants and livestock. The valuables from the oldest graves were largely stolen over time, but grave goods made of earthenware are often better preserved. Nowadays people still give the same things to the dead. These are no longer made of sustainable materials, but are made of paper and burned for the dead."
32,Rectangular Measuring Vessel of Shang Yang,"There is a message from national treasures, please check it.   This mundane-looking rectangular bronze pan started a revolution.   It's a measuring vessel of Shang, the unit of a little over a fifth of a liter used for liquids or grain.   The conforming of differing standards into a single unified system was crucial to China's economic development and political psychology.   The ancient form of the character ""Sheng"" could be interpreted as a grain of rice sitting on a spoon.   Made of solid bronze, the rectangular vessel features abrupt vertical sides and a short handle.   On its outer surface, there's a 32-character inscription.   Like a birth certificate, it lists its time of creation, dimensions, and designer's name.   In this case, the designer's name is Da Liang Zao Yang, also known to history as Shangyang.   Da Liang Zao was his title as the reforming chief minister of the state of Qin.   In the fierce competition of the warring states here, each state sought to introduce a social, political, and military system that would gain it an edge over its rivals.   Shangyang believed nothing less than social revolution was required.   To enlist the support of the entire population, the first priority was to win their trust.   Legend has it that he erected a three-meter high wooden caber outside the capital south gate, and offered a reward to whoever could move it to the north gate.   No one dared try, so he increased the reward — one, two, three, four, five times.   Finally, someone was tempted and dared to move the caber.   Shangyang immediately fulfilled his promise.   Shangyang having demonstrated his trustworthiness.   The process of standardizing weights and measures could begin.   The ""Du"" was used to measure length; the ""Liang"" was used to measure capacity; the ""Heng"" was used to measure weight.   In earlier times, weights and measures varied from state to state, and even within an individual state, they could be wildly different.   Shangyang clearly defined the ""Sheng"" by producing a standard measure for it.   A simple measure that revolutionized trade and brought benefits to government and people alike.   Notably, because taxes and ties were to be paid ingrained.   Along with other reforms to encourage agriculture and military service, the state of Qin went from strength to strength.   This is the Imperial edict that was engraved onto the base of Shangyang's measuring vessel after Qin Shihuang unified China.   A total of 40 characters.   ""In 221 BC, the king of Qin overcame the last of his rivals to make himself ruler of all China, the first emperor."" A key aspect of the unification was the enforcement of universal standards in weight and measures, as well as in the writing of characters.   This has been an essential part of the glue of empire ever since.   Qin Shihuang's inscription sits two centimeters in distance and 123 years in time from those of Shang yang But in so doing, the ruler of the civilized world both implicitly and explicitly recognizes his debt to the bygone chief minister.   In a state based on a military agricultural system, a peasant household could provide men to serve or grain for taxes; and a unified measure meant a unified system for a unified state.   One measure, one people, one Emperor.", ,Jade vessel 2,"One of two vessels made of glass cast in a mold (as can be seen from the seams on the handles). The shape refers to ritual bronze vessels, the color to jade."
33,Qin Bronze Chariots and Horses,"There is a message from national treasures, please check it. Not even the mightiest among us can escape death.   Though China's first emperor Qinshihuang certainly had elaborate plans to do so. In the winter of 1980, just west of the great tomb mound as Xi'an that houses the emperor's final resting place, two bronze models of a horse and chariot team were unearthed.   The first, chariot number one, is a high chariot, faithful in every detail to a life-size example including carriage, four horses, carriage ornaments, and a standing driver. The main parts of the model are made of bronze, while the ornaments are made from gold and silver.   In many places, it's finely painted. These are the most complete and detailed representations of how the elite aristocracy lived and travelled ever found by archaeologists.   The extravagant use of metals is characteristic of a ruler who felt that nothing was beyond his command. Chariot number one is 152 centimeters tall and 225 centimeters long, a half-size scale model of a real chariot.   The reduction in size distinguishes the chariot from other funerary objects. But as a model, it doesn't lose any detail.   It weighs more than a ton and is made of more than three thousand separate parts. The larger parts were made by hollow casting, while the wide or thin pieces are forged metals.   The many complex components were split into simple parts, which were assembled by hinges, buckles, rivets, and rings. The independent parts are precisely matched to each other, indicating the high quality of craftsmanship available to the Qin.   When Yingzheng, king of the state of Qin, established himself as ruler of all China in 221 BC, he gave himself a new title — Qinshihuang. The title which went further than simply first emperor, since it implied a unique authority to parlay with heaven.   Qinshihuang said about unifying his domain by reorganizing his government into commanderies, directly responsible to his central government, standardizing the written language and the system of weights and measures including even the width of carriage tracts. Qinshihuang made five tours of inspection around his empire.   He died in 210 BC during the fifth tour, aged 49. His body had to be brought back to the capital secretly, in a closed carriage with incense burnt to hide the smell of decay.   But his magnificent bronze chariots were there to await him, ready to travel west to the land of the Setting Sun and… life eternal.",RV-2542-1,Spearhead,"This spearhead was found in the Yellow River basin, which has been continuously inhabited since the fifth millennium BC. Bronze was discovered in this region about 3,500 years ago. The ax probably dates from the Zhou period (11 century - 221 BC).

The spearhead was given as a grave gift to a deceased person. The Chinese believed that people had the same needs in the afterlife as they did during their earthly existence. That is why the dead were given all kinds of practical things in their graves to be able to provide for themselves.
"
34,Liye Qin Slips,"There is a message from national treasures, please check it.   The year is 2018, and another of China's national treasures is about to spill its secrets.   Liye Qin Slips are held in their own Liye Qin Slips Museum in Hunan Province.   The wooden slips look inconspicuous, but hidden in the blurred characters is a huge amount of information.   It describes the life of a county under the Qin Dynasty in the late 3rd century BC.   In June, 2002, the discovery of over 37,400 slips in an ancient well in Liye, Hunan province, excited the world.   This is the record of a family that lived 2200 years ago.   The householder was Zheng Bubao, and given the title of Bugeng, which exempted him from corvée service.   He had a wife called You, and their son was called Zaosi.   It's an example of early imperial bureaucracy.   Wu Sao from Hanshenli in Handan, he has yellow skin, elliptical face, and is about 170 centimeters tall.   In 23 characters, it introduces us to Wu Sao from Hanshenli in Handan.   With the slip, Wu Sao could avoid his identity being stolen, officials could also use it as census data.   Although Wu's body has long turned to dust, this wooden slip has preserved his appearance for millennia.   After Qin Shihuang united his empire, he imposed the system of prefectures and counties.   There were more than 40 prefectures in total.   Dongting prefectures, Qianling County, was in all respects unremarkable amongst them.   The officials here were typical bureaucrats of their time.   The Liye Qin Slips are the day-to-day record of the government work.   Most of the slips relate to life from the Qin Dynasty, after Qin Shihuang united the warring states.   They cover events and affairs on a daily and monthly basis, from 221 BC to 209 BC.   Each slip is the record of an event.   It's a model of how the Qin administrative system worked.   The over 37 thousand pieces of slips are an encyclopedia of County life in the Qin Dynasty.   They cover subjects including postal communication, the administrative organization system, trade, arithmetic, daily events, and festivals.   It's a panorama of the operation of a Qin County under the system of prefectures and counties.   In 219 BC, the death rate of corvée service personnel in the county reached an alarming one in seven.   In 215 BC, the county's warehouse manager sold the last 15 liters of wine to a man called Cheung.   In the same year, there were 55,534 households in Qianling.   And there are even three pieces of one of the oldest multiplication tables discovered to date.   There are less than 1000 words in official dynastic records about the administrative system and social life under the Qin.   However, the 200,000 characters of the Liye Qin Slips vastly expand on this vacuum.   The lives of the officials and subjects of the early Empire live on in these 37,000 slips.   They are truly a shining treasure house of history.",RV-5111-1,Bamboo book,"Ten wooden slats with text, made in original size, from a grave of the Han period. Copy of the 10 slats with text that, together with other objects, were found in a grave near Mujüzi, Wuwei Canton, Gansu Province, in September 1959. The text is about receiving a wang-zhang, a kind of scepter as a sign of dignity, in the first century AD. In wooden box with lid with a label with calligraphy and stamp of the ""Museum of Gansu Province"" in Lanzhou.

The oldest forms of Chinese writing are found on so-called ""oracle bones"".
This term refers to animal bones, such as shoulder blades or turtle shells, on which short texts have been scratched. They often date from the oldest historical period of China: the Shang dynasty, ca. 1500 - ca 11oo BC.
The bones or bowls with text were probably used in certain dowsing practices.
They were heated until cracks and fractures appeared. The cracks most likely formed the basis for the soothsayer's predictions.
Around 1900, scholars in China began to show interest in these oracle bones. At that time, they were mainly found near the town of Anyang, one of the capitals of the Shang period.
They were often traded by locals as ""dragon bones"",
to be ground up for intended medicinal purposes.
The study of the signs and pictographs on bones that had not been ground
revealed that some of those signs were clear precursors of today's Chinese script. This made them ""readable"" and historical data could be deduced from the written information. These data confirmed all kinds of information that until then had only been known from legends.
Until the invention of paper, almost 2000 years ago, people mainly used bamboo slats and silk to record texts after the oracle bones."
35,Jade in Nanyue,"""Rainforests, wetlands, miasma-ridden land, this is the land of South Vietnam, and a tantalising piece of fertile land in the eyes of Emperor Qin Shi Huang two thousand years ago. Zhao Tuo, it was on Qin Shi Huang's orders that he came to conquer the rivers and mountains south of the Five Ridges, and it was also he who guarded the peace of the Han Dynasty. It is recorded in the Historical Records that this king, who came from the Central Plains and possibly had the longest standby time in Chinese history, was, by all appearances, a Vietcong. Jade, originally a beautiful stone, was given a rich life and meaning by the Chinese, which could symbolise character, show off wealth and become a companion in life and death. By the Han Dynasty, jade appeared in all kinds of places before and after people's life and death, from ceremonial to decorative to instrumental, recorded the dimension and temperament of a dynasty's imagination. The South Vietnamese state, though located on the edge of the unified national map, pursued jade as intensely as the central plains. The image of the dragon is found on almost every jade object used for decoration during the Han dynasty: it is the dragon jade pendant, it is the dragon jade jade jewellery, it is the dragon and phoenix patterned heavy ring jade pendant. Two thousand years ago, it was superimposed on the face of the king of South Vietnam, also like a pupil, looking into the unseen places of human beings. The living are matched with jade to compare their virtues; the dead gather jade to comfort their spirits. In the Han Dynasty, jade clothes were a luxury item at the funerals of kings. May the body be clothed in jade, and the king be comforted in his nine springs. Jade, the beauty of stone. Jade is a little more than the word king. Even as a king, it will be annihilated in time, and with a king there is a little more force that can stand shoulder to shoulder with time. With jade and peace, the body thus rests, the earth thus rests, rests in the prayer and yearning for eternity.""",RV-3597-1,Gray jade,"openwork medallion of light gray jade
in the shape of a disk with sling bands around it. On one side of the disk is a bust engraved with Latin letters around it, for which a so-called pilaster medal of Charles IV of Spain (1788-1808) must have been the example. AOn the other side, fantasy shapes for the characters fu shou 福壽: Happiness and Longevity, often used for jade medallions in the shape of Chinese coins. Presumably 19th century. On a carved wooden stand "
36,The General's Tomb,"There is a message from national treasures, please check it.   Close by the great mausoleum of Emperor Wu of Han is the tomb of the Aurora Kyung warrior who served him — the legendary cavalry general, Huo Qubing.   Huo's tomb is built in the shape of the Qilian mountains to commemorate his many victories on China's Northwest Frontier.   Huo's tomb is surrounded by an extraordinary collection of carved stone statuary.   The figure of a man, a face wracked with pain and anguish.   When survival became too hard, there came war.   The fertile land of the central plains attracted ferocious predators.   This represents a goat being devoured by a beast, just as the Xiongnu horsemen would sweep down from Mongolia in the Northwest to pillage China's northern provinces.   They were an enemy much to be feared.   This stone steed rears up in defiance, just like the Han Dynasty was about to, in 140 BC, when the 16-year-old Emperor rule came to the throne and Huo Qubing was born.   The Han Dynasty had been founded some 62 years previously, and for all those decades, had lived with a Xiongnu threat.   A heavy-set stone man grapples with a wild bear.   This shows the sort of spirit that the teenage general took into battle with him.   At the age of 19, Huo Qubing led a lightning campaign in which he defeated five Xiongnu tribes in six days.   Time and again, he led his cavalry armies in overrunning Xiongnu forces and capturing their leaders.   On one occasion, he approached the enemy camp alone and persuaded them to surrender.   A mighty war horse tramples on a supine Xiongnu warrior, lying on his back with arrows in his right hand and a bow in the left hand.   In 119 BC, the 21-year-old Huo Qubing encircled and killed 70,000 Xiongnu warriors.   He conducted a series of rituals in the mountains of East Mongolia to symbolize this historic Han victory.   Before continuing his pursuit of the enemy as far north as Lake Baikal, he had effectively annihilated the Xiongnu clan.   After the battle, it was said the Xiongnu fled far away, and there was no Xiongnu in the southern desert.   The Han dynasty was freed from their historic past.   His contemporary, the grand historian Sima Qian said of him: ""He strengthened the border; resumed lost territory and whole Xi corridor; captured the Chilean mountains; connected with western areas and defeated the northern nomads."" It was to be a dazzling but a brief appearance on the stage of history.   Huo died in 117 BC, aged 23. The stone statues are silent in the wilderness.   These simple rough carvings are quite different from the realistic styles of other generation but are still masterpieces of the Han Dynasty art.   The stone is as hard as the will in immortalizes.   A life that carved its mark on destiny and was gone in a flash.   But the legend lives forever.   Huo Qubing, the young warrior with a will of a stone.",RV-2591-84,Grave figure ,Grave figure of a rider on horseback. The statue was given to a deceased person in the Wei period (386-535) as an accompaniment.
37,Five Stars Rise in the East Brocade Arm Guud,"There is a message from national treasures, please check it.   What becomes of us after death?   The Chu people who lived over 2,000 years ago believed that we enter an immortal realm.   Our traveler in time has a solemn look.   Dressed in his finery was sword at a gentleman's cap.   He rides his dragon mount into eternity.   The dragons raised head and tail, given a boat-like form.   This is indeed a voyage into the unknown.   The silk painting was made in the Warring States period, and is the earliest such found to date.   It was on Earth from the Zidanku tomb at Changsha, Hunan Province.   It rested on the boarding between the outer and the inner coffins.   It served as a pennant to lead the soul as its earthly farewell.   The canopy rises high in the air to show that the tombs occupant is wandering the skies.   A carp is leading the way from below.   The dragon is a mythical creature that can pass from this world to the next.   Oh, Soul, come back! The quarters of the world are full of harm.   Return to your old abode, your quiet and restful home.   The Chu people believe that after passing away, the earthly souls sank into the depths while the immortal spirit flew to the heavens.   The funeral's silk paintings placed between inner and outer coffins were intended to guide and protect the wandering spirit.   So it could return to earth immortal.   The T-shaped silk painting was created nearly 200 years later in the Western Han Dynasty.   It, too, was intended as a guide for the spirit of the departed.   It represents the cosmology of the people of Chu towards the end of the first millennium BC.   In the painting, life and death are joined in a dynamic cycle, like Yin and Yang.   The afterlife is governed by the same rules of time and space as the world we know.   The bottom of the silk painting depicts the underworld.   In the long darkness of night, a Titan stands on a dragon-headed fish, deters the demons and supports the earth above.   In the middle, the soul and spirit of the occupant are carried by two dragons and travel through the human world.   At the top, the gate to the heaven is wide open.   Sun and Moon shined together.   This is where the voyaging spirit will become immortal.   The inner and outer coffins are also painted with the views of the netherworld.   Although the form of life disappears for a while after death, with the blessing of sacred ritual objects, the balance of Yin and Yan can be restored.   The soul takes shape again and the life eternal continues in another dimension.   The Chu used fantastical and mysterious cultural symbols to illustrate the glorious path, leading the dead to another form of life.   Life and death are like day and night.   Life and death cannot be reversed by the human hand.   But like the changing seasons and repeating days, there are currents hidden in nature.   The Chu belief in the secrets of life was expressed in their colorful paintings.   They did not fear death, because they believed that death was not just the end of mortal being, but also the entry into the world of the immortal.   Treat the dead as a living, this is a view of life and death that has lived in China for thousands of years.   People believed that living as a man and becoming an immortal after death is the way of the universe.   And to get between life and death, earth and heaven, one should ride on a dragon.",TM-903-52,Fabric,"Between cloud motifs, a dragon-like monster with bulging eyes is depicted in the center of this altar cloth. Above his head is a gazebo-like structure. Below the monster the sea waves with a rock and a shrimp above it.

Manufacturing
The embroidery is made of silk thread. The cloth itself is made of satinette, a cotton glazed satin fabric."
38,Jade Doorknocker with Four Symbols of the Sky,"There is a message from national treasures, please check it.   Knockers were common in ancient China, but this piece of Jade Doorknocker preserved in the Maoling Museum is the only one of its kind.   Amidst the clouds emerges the face of a mighty beast.   Although the knocking ring is lost, it still maintains an air of grandeur.   On its back is a bulging cuboid mortise for attaching through the door.   On the front, a pair of bulging eyes radiates intensity and vigor.   Images of animals can be seen among clouds on upper surfaces.   The Honourable dragon of honour.   Powerful tiger of power.   Bird of good fortune.   And the combined turtle and snake.   They as a group, have a great name: the symbols of the sky.   The starlit sky fed the rich imagination of the Ancients.   The 28 ecliptic mansions of the Chinese constellations are evenly divided into four groups: in the east, west, south, and north, with one deity representing each direction.   It said the four symbols guard the world, defending our world from the four directions.   The azure dragon is the symbol of the east.   In the traditional Chinese concept of the five phases, it belongs to wood.   The white tiger guards the west.   In the five phases theory, it belongs to metal.   The Vermilion bird is the deity controlling the south.   It belongs to fire.   The black tortoise is the combination of a turtle and a snake.   It rules the north and belongs to water in the five phases.   Its color is a combination of red and black, a unique color in ancient China.   In the Han Dynasty 2000 years ago, people believed that the Heaven and the Earth correspond to each other.   When they needed to distinguish directions, they projected the four symbols from heaven to earth.   During military expeditions, images of the four symbols will be painted on flags.   The vermilion bird acted as the vanguard, while the black tortoise was the rearguard; the left wing would have the azure dragon, and the right wing — the white tiger.   Thus the army maintained its orientation.   The four symbols appear everywhere, they were carved on the tiles when building city walls and palaces to indicate direction.   They were painted and carved on stone monuments and funeral objects.   They also appeared in more intimate settings, guarding over people's lives.   On the Jade Doorknocker, the positions of the four deities are interchangeable.   The northern and southern deities are turning to the right by the two sides of the beast's face, as if they were flying among the clouds and rendering the fierce visage, a sense of tenderness.   In the hands of the Han artists, everything becomes romantic.   In China, jade is the most precious gift given by the earth.   When artists carved the images of the four symbols, the jade becomes the connection between the earth and heaven.   Perhaps the ancients imagined they might be knocking on heaven's door.   The four symbols imbue a beautiful piece of jade with cosmic meaning.   A beautiful piece of jade is the only worthy home for such illustrious deities, guardians of the four directions and guides to far beyond.",RV-2670-2,Funeral turtle,"This funerary figure of a turtle was given to a deceased person during the Han period (221 BC - 220 AD).

Grave goods have been given to the dead since earliest Chinese history. In the past, these were mainly real (utility) objects and animals, and even servants buried alive. Pottery models were often used in the Han period. The animal figures that were buried included domestic animals, such as dogs, ducks and pigs, but also animals with a symbolic meaning. The turtle is a sacred animal in China that rules the north. It symbolizes winter and long life."
39,The Xiping Stone Classics,"There is a message from national treasures, please check it. These stone fragments with worn characters has suffered the visitors of time with stoic grace.   They're spread in multiple different museum collections across China, but they still speak to one common purpose. Xiping Stone Classics date from the second century AD and the eastern Han Dynasty.   The steelies are engraved on both sides, and are the earliest official editions of china classic texts recorded in this way. There were 46 steelies in all, with seven of the Confucian classics inscribed on them with over 200,000 characters.   The Egyptian pharaohs inscribed their decrees on steely just like there was at a stone. The ancient Babylonians inscribed their laws in stone in the Code of Hammurabi.   Imperial China chose to set in stone the Confucian classics. Since the beginning of the Han Dynasty, ordinary people had been able to climb the social ladder through study.   The Confucian classics had been the models for study. There was a substantial state-run education system and a large number of private schools.   In the time before the invention of printing, the diffusion of classic works relied on transcription. Over time, mistakes were incorporated into texts through human error.   In the reign of Emperor Ling of Han, academician Caiyong led a group of scholars in petitioning the emperor in having an authoritative version of the classics engraved on stone steelies to be erected at the Imperial Academy near the Capital. The petition caused the sensation.   Ament that students and scholars could make rubbings of the steelies as definite copies of the text to take back with them to their hometowns across the Empire. The classics were engraved in the official script of the time, making them masterpieces of both art and calligraphy.   However, fortune is fickle, for masterpieces as for men. Two years after the steelies were completed, peasant rebellions began to rack the Empire.   Eventually, Luoyang was sacked in 191 AD, and the steelies seriously damaged. They were repaired during the Three Kingdoms period, get later on they drifted from place to place.   During the southern and northern dynasties, they were transferred from Luoyang to Eastman Wei capital Yedou. However on routes, they fell into the Yellow River and when they arrived in Yedou, half were missing.   During the Sui dynasty in the late sixth century, they were transferred from Yedou to the Sui capital at Changan. But once there, they were merely used as splints.   In the early Tang dynasty, when scholar statesmen wage young hoped to restore the stone classics, there were scarcely any left. Since then, in the mid 7th century, they've only been seen as scattered fragments and rubbings.   The contents of this fragment are from the II Ching Book of Changes. Through the centuries, the Chinese language has evolved.   Meaning and pronunciation change. But the characters remain the foundation of its civilization.   China's forbearers cascade into the future. Future generations recognized the past.   Xiping Stone Classics pioneered the idea of authorised, government approved editions of classic texts. Since then, every dynasty has had its own official steely inscribed to announce the definitive editions of classic works.   Words set in stone is more than just a figure of speech in Chinese culture. The steelies have proved powerful tools for later generations of scholars and researchers.   The stones are cold, and the characters still carry profound meanings. Today, more than 8,000 characters from the Xiping Stone Classics have been recovered and reassembled.   Character by character, a culture is reborn and a window on the past flung wide open.",RV-02-1092a,Inscription,"The ancient Chinese stele inscription has a long history of around 3 thousand years, which comprises an important part of Chinese traditional art and culture and stands in a significant position in the Chinese history of art and collection. The Chinese stele inscription is so rich and profound that many aspects of ancient Chinese culture can be reflected by it, such as social history, folk customs, classic language, literature, calligraphy and sculpture, etc.
The Tang Dynasty brought Chinese agricultural society into a plain prosperity at all aspects referring to politics, economy and culture. In such a promising social circumstance, arts also flourished in abundance, and the calligraphy of Tang Dynasty, especially the ""kai shu"", could be regarded as the acme of Chinese calligraphy history.
Yan Zhenqing, author of this stele inscription, was one of the greatest calligraphers in Tang Dynasty. His integrity, honesty and righteousness established a high-profiled basis for his artistic creation, because it is believed that the perfect unification of personality and artistic quality is the supreme aim in traditional Chinese art and culture. Yan dedicated his whole life to the pursuit of this ideal perfection so as to set up a brilliant exemplar for traditional Chinese literati.
His contribution to the Chinese calligraphic art consists in the creation of a brand-new calligraphic style. This new style is called ""Yan Ti""(Yan style) after his name. Totally different from the former style of elegance and fluency dated from the Jin Dynasty, "" Yan Ti"" looks decent but not stiff, fluent but not trifling, and magnificent but not extravagant. To a great extent, it promoted the artistic value of Chinese calligraphy and enriched its artistic vocabulary as well. ""Yan Ti"" took a irreplaceable position in the history of Chinese calligraphy and made Yan Zhenqing an art master and another founder of calligraphic style after Wang Xizhi.
""Yan Qin Li Bei"" was written by Yan Zhenqing himself for his grandfather who was named by Yan Qinli and inscribed in his tombstone. The content tells merits and virtues of the Yan family's ancestors and outstanding achievements of their generations in Tang Dynasty. The stele was four-sides inscribed when Yan was at the age of 71. It is the representative work in his later years and could be taken as a milestone of ""Yan Ti""'s artistic accomplishments. At present, the rest part of ""Yan Qin Li Bei"" is conserved in Xi'an Bei Lin as well."
